,precision,recall,f1-score,support
corona,0.8281893004115226,0.8333333333333334,0.8307533539731683,966.0
web1,0.687875150060024,0.5584795321637427,0.6164604626143089,1026.0
web2,0.6191289496157131,0.7367886178861789,0.6728538283062645,984.0
macro avg,0.7117311333624198,0.7095338277944183,0.7066892149645806,2976.0
weighted avg,0.7106900721038231,0.7066532258064516,0.704665437376924,2976.0
