epoch,duration,f1_test,f1_train,last_is_best,loss_test,loss_train,max_record_id
1,0 days,0.6691265083621702,0.656091788147411,True,0.6866054419548281,0.7253751976080938,9
2,0 days,0.6628403993116163,0.695529758941905,True,0.6998399159600658,0.6605429061296478,9
3,0 days,0.6770324945526212,0.7078008938717995,True,0.676932954980481,0.6297664631947116,9
4,0 days,0.6953772530401398,0.7264702454711786,True,0.6591191009808612,0.6023675076283974,9
5,0 days,0.680151288550097,0.7386463040758108,True,0.6705402927373045,0.5715661060874009,9
6,0 days,0.6934139535969638,0.7559293121326542,True,0.6639167163320767,0.5421634795838323,9
7,0 days,0.6734182230858594,0.7701874260566978,True,0.7062184336364911,0.5183173533099587,9
8,0 days,0.6801320471853449,0.7855529585597173,True,0.7126735182859565,0.4886948338462584,9
9,0 days,0.6893275957140832,0.8100520199819162,True,0.7264504365382656,0.45130731197368684,9
10,0 days,0.704665437376924,0.819818014593166,True,0.7140657222399147,0.42305239020339924,9
