,precision,recall,f1-score,support
corona,0.9366053169734151,0.9433573635427395,0.9399692149820421,971.0
web2,0.9453280318091452,0.9387956564659428,0.9420505200594355,1013.0
macro avg,0.9409666743912801,0.9410765100043411,0.9410098675207388,1984.0
weighted avg,0.9410590015140373,0.9410282258064516,0.9410318974635943,1984.0
