,precision,recall,f1-score,support
corona,0.8477751756440282,0.7533818938605619,0.7977961432506887,961.0
web1,0.960539979231568,0.8989310009718173,0.928714859437751,1029.0
web2,0.7385677308024159,0.8681541582150102,0.7981351981351981,986.0
macro avg,0.8489609618926707,0.8401556843491297,0.8415487336078792,2976.0
weighted avg,0.8505831199577878,0.8417338709677419,0.8431757356810022,2976.0
