epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:30:11.180183,0.9173023034689138,0.885895049584714,0.21039317594497206,0.27304782467200844
2,0 days 00:31:40.257095,0.879027430004763,0.9082010433181193,0.30450438784003436,0.22343342925214732
3,0 days 00:31:11.350077,0.9216263938964284,0.9154367518832267,0.189640024916284,0.20581882587568187
4,0 days 00:29:08.593593,0.8562053500020416,0.9245733980380845,0.366646437032184,0.1865427544077922
5,0 days 00:31:20.507021,0.8740786741935035,0.9297779577727868,0.3217435957233874,0.17778510856859087
