epoch,duration,f1_test,f1_train,loss_test,loss_train
1,0 days 00:39:55.572661,0.6474849865421186,0.6428265680404882,0.7487987528630999,0.7594627516806111
2,0 days 00:41:09.510707,0.6527705746233436,0.6692596581319324,0.7270558150507205,0.7017824431490574
3,0 days 00:39:52.935727,0.6572607213338982,0.6860172164141606,0.7187743585255648,0.6767329897936596
4,0 days 00:39:15.620384,0.668609147977934,0.701208181548524,0.7053302507526293,0.6513438307443717
5,0 days 00:41:21.770749,0.6659584833802666,0.7157364361636814,0.7138700623910573,0.6304571854551133
