,precision,recall,f1-score,support
corona,0.8497175141242937,0.7704918032786885,0.8081676518001074,976.0
web2,0.7961783439490446,0.8680555555555556,0.8305647840531563,1008.0
macro avg,0.8229479290366692,0.819273679417122,0.8193662179266319,1984.0
weighted avg,0.8225161615352559,0.8200604838709677,0.8195468399609306,1984.0
