,precision,recall,f1-score,support
corona,0.881488736532811,0.9164969450101833,0.8986520219670495,982.0
web2,0.9148494288681205,0.8792415169660679,0.8966921119592874,1002.0
macro avg,0.8981690827004658,0.8978692309881255,0.8976720669631685,1984.0
weighted avg,0.8983372313513494,0.8976814516129032,0.8976621883845004,1984.0
